loss,epoch,step,val_loss,val_acc,val_precision,val_recall,val_f1_score,val_specificity,val_auc,acc,precision,recall,f1_score,specificity,auc
0.9336649179458618,0,9,,,,,,,,,,,,,
0.8203566670417786,0,19,,,,,,,,,,,,,
0.7588905692100525,0,29,,,,,,,,,,,,,
0.6410744786262512,0,39,,,,,,,,,,,,,
0.9215368628501892,0,49,,,,,,,,,,,,,
0.7434604167938232,0,59,,,,,,,,,,,,,
0.4827133119106293,0,69,,,,,,,,,,,,,
0.5787486433982849,0,79,,,,,,,,,,,,,
0.550248920917511,0,89,,,,,,,,,,,,,
0.5542552471160889,0,99,,,,,,,,,,,,,
0.5432161092758179,0,109,,,,,,,,,,,,,
0.6311134696006775,0,119,,,,,,,,,,,,,
0.5431872010231018,0,129,,,,,,,,,,,,,
0.3197365999221802,0,139,,,,,,,,,,,,,
0.4535304605960846,0,149,,,,,,,,,,,,,
0.62176513671875,0,159,,,,,,,,,,,,,
0.4947681725025177,0,169,,,,,,,,,,,,,
0.6419046521186829,0,179,,,,,,,,,,,,,
0.3505746126174927,0,189,,,,,,,,,,,,,
0.3656446635723114,0,199,,,,,,,,,,,,,
0.4348406493663788,0,209,,,,,,,,,,,,,
0.5542090535163879,0,219,,,,,,,,,,,,,
0.4466816186904907,0,229,,,,,,,,,,,,,
0.410932719707489,0,239,,,,,,,,,,,,,
0.4420137405395508,0,249,,,,,,,,,,,,,
0.5635932683944702,0,259,,,,,,,,,,,,,
0.7118472456932068,0,269,,,,,,,,,,,,,
0.43278735876083374,0,279,,,,,,,,,,,,,
0.6172836422920227,0,289,,,,,,,,,,,,,
0.35618525743484497,0,299,,,,,,,,,,,,,
0.3597654104232788,0,309,,,,,,,,,,,,,
0.42789486050605774,0,319,,,,,,,,,,,,,
0.5286915898323059,0,329,,,,,,,,,,,,,
0.6092608571052551,0,339,,,,,,,,,,,,,
0.37663790583610535,0,349,,,,,,,,,,,,,
0.44538000226020813,0,359,,,,,,,,,,,,,
0.5633768439292908,0,369,,,,,,,,,,,,,
,0,371,0.48451128602027893,0.7980952262878418,0.7923877239227295,0.7320523262023926,0.7514958381652832,0.8638733625411987,0.9077154994010925,,,,,,
,0,371,,,,,,,,0.6945251226425171,0.6441288590431213,0.6092419028282166,0.6123403310775757,0.8039205074310303,0.8114567995071411
0.2877812683582306,1,379,,,,,,,,,,,,,
0.37145164608955383,1,389,,,,,,,,,,,,,
0.38457873463630676,1,399,,,,,,,,,,,,,
0.3292509615421295,1,409,,,,,,,,,,,,,
0.5124942064285278,1,419,,,,,,,,,,,,,
0.34984090924263,1,429,,,,,,,,,,,,,
0.4536607563495636,1,439,,,,,,,,,,,,,
0.6111081838607788,1,449,,,,,,,,,,,,,
0.30792728066444397,1,459,,,,,,,,,,,,,
0.41143038868904114,1,469,,,,,,,,,,,,,
0.22549214959144592,1,479,,,,,,,,,,,,,
0.254738986492157,1,489,,,,,,,,,,,,,
0.2760697603225708,1,499,,,,,,,,,,,,,
0.3467104136943817,1,509,,,,,,,,,,,,,
0.27803048491477966,1,519,,,,,,,,,,,,,
0.436842679977417,1,529,,,,,,,,,,,,,
0.7012922763824463,1,539,,,,,,,,,,,,,
0.36254972219467163,1,549,,,,,,,,,,,,,
0.3574381470680237,1,559,,,,,,,,,,,,,
0.1827603131532669,1,569,,,,,,,,,,,,,
0.23445987701416016,1,579,,,,,,,,,,,,,
0.28867650032043457,1,589,,,,,,,,,,,,,
0.257306843996048,1,599,,,,,,,,,,,,,
0.2992694675922394,1,609,,,,,,,,,,,,,
0.2459236979484558,1,619,,,,,,,,,,,,,
0.26585814356803894,1,629,,,,,,,,,,,,,
0.2823280096054077,1,639,,,,,,,,,,,,,
0.35322627425193787,1,649,,,,,,,,,,,,,
0.21678714454174042,1,659,,,,,,,,,,,,,
0.16940529644489288,1,669,,,,,,,,,,,,,
0.2254936844110489,1,679,,,,,,,,,,,,,
0.4260212481021881,1,689,,,,,,,,,,,,,
0.2755950093269348,1,699,,,,,,,,,,,,,
0.23647145926952362,1,709,,,,,,,,,,,,,
0.2037978321313858,1,719,,,,,,,,,,,,,
0.35506829619407654,1,729,,,,,,,,,,,,,
0.2190612554550171,1,739,,,,,,,,,,,,,
,1,743,0.46227988600730896,0.811904788017273,0.7940480709075928,0.7671064734458923,0.775647759437561,0.8794981837272644,0.918212890625,,,,,,
,1,743,,,,,,,,0.8011375069618225,0.7821786403656006,0.738901674747467,0.7540519833564758,0.868036150932312,0.9126248955726624
0.144469752907753,2,749,,,,,,,,,,,,,
0.0974438488483429,2,759,,,,,,,,,,,,,
0.09993206709623337,2,769,,,,,,,,,,,,,
0.15273422002792358,2,779,,,,,,,,,,,,,
0.07841512560844421,2,789,,,,,,,,,,,,,
0.23327556252479553,2,799,,,,,,,,,,,,,
0.16487139463424683,2,809,,,,,,,,,,,,,
0.04601958394050598,2,819,,,,,,,,,,,,,
0.14097543060779572,2,829,,,,,,,,,,,,,
0.20090679824352264,2,839,,,,,,,,,,,,,
0.19225084781646729,2,849,,,,,,,,,,,,,
0.28667277097702026,2,859,,,,,,,,,,,,,
0.10288398712873459,2,869,,,,,,,,,,,,,
0.09129554033279419,2,879,,,,,,,,,,,,,
0.0680091455578804,2,889,,,,,,,,,,,,,
0.23221644759178162,2,899,,,,,,,,,,,,,
0.18720929324626923,2,909,,,,,,,,,,,,,
0.1841597706079483,2,919,,,,,,,,,,,,,
0.14009663462638855,2,929,,,,,,,,,,,,,
0.24710585176944733,2,939,,,,,,,,,,,,,
0.07691846787929535,2,949,,,,,,,,,,,,,
0.19489148259162903,2,959,,,,,,,,,,,,,
0.11269288510084152,2,969,,,,,,,,,,,,,
0.23604384064674377,2,979,,,,,,,,,,,,,
0.09352529048919678,2,989,,,,,,,,,,,,,
0.2159769982099533,2,999,,,,,,,,,,,,,
0.10120049864053726,2,1009,,,,,,,,,,,,,
0.08999864012002945,2,1019,,,,,,,,,,,,,
0.16553543508052826,2,1029,,,,,,,,,,,,,
0.11988049745559692,2,1039,,,,,,,,,,,,,
0.1308274269104004,2,1049,,,,,,,,,,,,,
0.04615713655948639,2,1059,,,,,,,,,,,,,
0.6807518005371094,2,1069,,,,,,,,,,,,,
0.10155109316110611,2,1079,,,,,,,,,,,,,
0.07142825424671173,2,1089,,,,,,,,,,,,,
0.03980327397584915,2,1099,,,,,,,,,,,,,
0.08968513458967209,2,1109,,,,,,,,,,,,,
,2,1115,0.4978504478931427,0.8233333230018616,0.7996737360954285,0.7938469648361206,0.7964781522750854,0.8954054713249207,0.9256479144096375,,,,,,
,2,1115,,,,,,,,0.8504942655563354,0.839994490146637,0.8044507503509521,0.818764865398407,0.9018792510032654,0.9499339461326599
0.06506115198135376,3,1119,,,,,,,,,,,,,
0.05547172203660011,3,1129,,,,,,,,,,,,,
0.12389828264713287,3,1139,,,,,,,,,,,,,
0.1444852203130722,3,1149,,,,,,,,,,,,,
0.06200903281569481,3,1159,,,,,,,,,,,,,
0.10857773572206497,3,1169,,,,,,,,,,,,,
0.04958382993936539,3,1179,,,,,,,,,,,,,
0.06898700445890427,3,1189,,,,,,,,,,,,,
0.044429197907447815,3,1199,,,,,,,,,,,,,
0.04191960021853447,3,1209,,,,,,,,,,,,,
0.034360695630311966,3,1219,,,,,,,,,,,,,
0.04662998765707016,3,1229,,,,,,,,,,,,,
0.03696005046367645,3,1239,,,,,,,,,,,,,
0.18356887996196747,3,1249,,,,,,,,,,,,,
0.16869159042835236,3,1259,,,,,,,,,,,,,
0.07662001997232437,3,1269,,,,,,,,,,,,,
0.07136797904968262,3,1279,,,,,,,,,,,,,
0.06704386323690414,3,1289,,,,,,,,,,,,,
0.10017058998346329,3,1299,,,,,,,,,,,,,
0.15787595510482788,3,1309,,,,,,,,,,,,,
0.2800180912017822,3,1319,,,,,,,,,,,,,
0.03888660669326782,3,1329,,,,,,,,,,,,,
0.05466996878385544,3,1339,,,,,,,,,,,,,
0.028964361175894737,3,1349,,,,,,,,,,,,,
0.12977400422096252,3,1359,,,,,,,,,,,,,
0.15387849509716034,3,1369,,,,,,,,,,,,,
0.02439446747303009,3,1379,,,,,,,,,,,,,
0.10885198414325714,3,1389,,,,,,,,,,,,,
0.11078320443630219,3,1399,,,,,,,,,,,,,
0.048145800828933716,3,1409,,,,,,,,,,,,,
0.11289618164300919,3,1419,,,,,,,,,,,,,
0.03956833481788635,3,1429,,,,,,,,,,,,,
0.019572194665670395,3,1439,,,,,,,,,,,,,
0.31779953837394714,3,1449,,,,,,,,,,,,,
0.053991444408893585,3,1459,,,,,,,,,,,,,
0.11031676083803177,3,1469,,,,,,,,,,,,,
0.048335302621126175,3,1479,,,,,,,,,,,,,
,3,1487,0.5631861090660095,0.8242856860160828,0.8177996277809143,0.7788406610488892,0.7960742712020874,0.8901429176330566,0.9243192076683044,,,,,,
,3,1487,,,,,,,,0.8849263787269592,0.8778060078620911,0.8500227332115173,0.8620167970657349,0.9252033829689026,0.9699466824531555
0.02639738842844963,4,1489,,,,,,,,,,,,,
0.08991238474845886,4,1499,,,,,,,,,,,,,
0.04487480968236923,4,1509,,,,,,,,,,,,,
0.1471709907054901,4,1519,,,,,,,,,,,,,
