city_code,city,uf,lat,long,radiance,geometry,distance_to_city,rank
2931103,Tanquinho ,BA,-11.954167362299998,-39.0916655394,0.51360744,POINT (-39.0916655394 -11.954167362299998),0.0196477615211727,69.0
2931103,Tanquinho ,BA,-11.954167362299998,-39.0874988727,0.44995347,POINT (-39.0874988727 -11.954167362299998),0.0218496955230215,88.0
2931103,Tanquinho ,BA,-11.958334029,-39.11666553960001,0.53260076,POINT (-39.11666553960001 -11.958334029),0.0209348176885224,80.0
2931103,Tanquinho ,BA,-11.958334029,-39.112498872900005,0.62744015,POINT (-39.112498872900005 -11.958334029),0.017925063922924,60.0
2931103,Tanquinho ,BA,-11.958334029,-39.1083322062,0.66764635,POINT (-39.1083322062 -11.958334029),0.0154619359851166,43.0
2931103,Tanquinho ,BA,-11.958334029,-39.1041655395,0.61038864,POINT (-39.1041655395 -11.958334029),0.0138404203315073,35.0
2931103,Tanquinho ,BA,-11.958334029,-39.0999988728,0.6092038,POINT (-39.0999988728 -11.958334029),0.0133703114502038,33.0
2931103,Tanquinho ,BA,-11.958334029,-39.0958322061,0.6426134,POINT (-39.0958322061 -11.958334029),0.0141667019583213,39.0
2931103,Tanquinho ,BA,-11.958334029,-39.0916655394,0.6090139,POINT (-39.0916655394 -11.958334029),0.0160420660531666,46.0
2931103,Tanquinho ,BA,-11.958334029,-39.0874988727,0.5333832,POINT (-39.0874988727 -11.958334029),0.0186741143005508,65.0
2931103,Tanquinho ,BA,-11.958334029,-39.083332206,0.45779243,POINT (-39.083332206 -11.958334029),0.02179035174897,87.0
2931103,Tanquinho ,BA,-11.9625006957,-39.12083220630001,0.58354926,POINT (-39.12083220630001 -11.9625006957),0.0222706771940001,93.0
2931103,Tanquinho ,BA,-11.9625006957,-39.11666553960001,0.6304907,POINT (-39.11666553960001 -11.9625006957),0.0185553810225173,64.0
2931103,Tanquinho ,BA,-11.9625006957,-39.112498872900005,0.88703805,POINT (-39.112498872900005 -11.9625006957),0.0150779139764105,42.0
2931103,Tanquinho ,BA,-11.9625006957,-39.1083322062,1.5094607,POINT (-39.1083322062 -11.9625006957),0.0120460382552508,26.0
2931103,Tanquinho ,BA,-11.9625006957,-39.1041655395,1.6681952,POINT (-39.1041655395 -11.9625006957),0.0098789072367304,19.0
2931103,Tanquinho ,BA,-11.9625006957,-39.0999988728,1.0078515,POINT (-39.0999988728 -11.9625006957),0.0092087350659346,16.0
2931103,Tanquinho ,BA,-11.9625006957,-39.0958322061,0.78601056,POINT (-39.0958322061 -11.9625006957),0.0103310704970505,21.0
2931103,Tanquinho ,BA,-11.9625006957,-39.0916655394,0.6711273,POINT (-39.0916655394 -11.9625006957),0.0127821538284157,30.0
2931103,Tanquinho ,BA,-11.9625006957,-39.0874988727,0.5990818,POINT (-39.0874988727 -11.9625006957),0.0159611440112906,45.0
2931103,Tanquinho ,BA,-11.9625006957,-39.083332206,0.51819646,POINT (-39.083332206 -11.9625006957),0.0195155067211426,68.0
2931103,Tanquinho ,BA,-11.9625006957,-39.07916553929999,0.48350912,POINT (-39.07916553929999 -11.9625006957),0.0232738933097768,97.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.12083220630001,0.7251761,POINT (-39.12083220630001 -11.966667362400004),0.0208983458363623,79.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.11666553960001,0.84768546,POINT (-39.11666553960001 -11.966667362400004),0.0168837188115545,52.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.112498872900005,1.7835443,POINT (-39.112498872900005 -11.966667362400004),0.0129653879963878,31.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.1083322062,5.3221273,POINT (-39.1083322062 -11.966667362400004),0.0092663279492909,17.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.1041655395,5.5024266,POINT (-39.1041655395 -11.966667362400004),0.0061927864656201,8.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.0999988728,2.3981335,POINT (-39.0999988728 -11.966667362400004),0.0050555511600039,6.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.0958322061,1.176776,POINT (-39.0958322061 -11.966667362400004),0.006891212783819,9.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.0916655394,0.8368886,POINT (-39.0916655394 -11.966667362400004),0.0102049621513324,20.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.0874988727,0.72258395,POINT (-39.0874988727 -11.966667362400004),0.0139827005319431,36.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.083332206,0.59148973,POINT (-39.083332206 -11.966667362400004),0.017933566254368,61.0
2931103,Tanquinho ,BA,-11.966667362400004,-39.07916553929999,0.51888883,POINT (-39.07916553929999 -11.966667362400004),0.021964332582888,90.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.12083220630001,0.91970193,POINT (-39.12083220630001 -11.970834029100004),0.0203032233276127,74.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.11666553960001,1.4163028,POINT (-39.11666553960001 -11.970834029100004),0.0161412508716751,47.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.112498872900005,3.22801,POINT (-39.112498872900005 -11.970834029100004),0.0119825416624184,25.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.1083322062,12.236077,POINT (-39.1083322062 -11.970834029100004),0.0078322954782443,11.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.1041655395,15.829636,POINT (-39.1041655395 -11.970834029100004),0.0037189545578674,3.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.0999988728,7.332308,POINT (-39.0999988728 -11.970834029100004),0.0010191252749946,1.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.0958322061,2.2380846,POINT (-39.0958322061 -11.970834029100004),0.0047925809775721,4.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.0916655394,1.2576947,POINT (-39.0916655394 -11.970834029100004),0.0089230752156889,15.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.0874988727,0.9700172,POINT (-39.0874988727 -11.970834029100004),0.0130765413225637,32.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.083332206,0.78026605,POINT (-39.083332206 -11.970834029100004),0.0172363806349976,53.0
2931103,Tanquinho ,BA,-11.970834029100004,-39.07916553929999,0.6615729,POINT (-39.07916553929999 -11.970834029100004),0.0213988767136603,82.0
2931103,Tanquinho ,BA,-11.975000695800006,-39.12083220630001,1.4123656,POINT (-39.12083220630001 -11.975000695800006),0.0205529345608703,77.0
2931103,Tanquinho ,BA,-11.975000695800006,-39.11666553960001,2.9395587,POINT (-39.11666553960001 -11.975000695800006),0.0164542462992035,49.0
